abacus,abacuses|abaci,abacus's|abacus',abacuses'|abaci's
calculus,calculi,calculus's|calculus',calculi's
caldarium,caldaria,caldarium's,caldaria's
calf,calves,calf's,calves'
calix,calices,calix's,calices'
callus,calli,callus's|callus',calli's
callus,calluses,callus's|callus',calluses'
calorie,calories,calorie's,calories'
calumny,calumnies,calumny's,calumnies'
calx,calces,calx's,calces'
calx,calxes,calx's,calxes'
calypso,calypsos,calypso's,calypsos'
calyx,calyces,calyx's,calyces'
calyx,calyxes,calyx's,calyxes'
cambium,cambia,cambium's,cambia's
cambium,cambiums,cambium's,cambiums'
cameo,cameos,cameo's,cameos'
camera,camerae,camera's,camerae's
cameraman,cameramen,cameraman's,cameramen's
camerlengo,camerlengos,camerlengo's,camerlengos'
camerlingo,camerlingos,camerlingo's,camerlingos'
camisade,camisades,camisade's,camisades'
camisado,camisados,camisado's,camisados'
campo,campos,campo's,campos'
campus,campuses,campus's|campus',campuses'
canaliculus,canaliculi,canaliculus's|canaliculus',canaliculi's
candelabra,candelabras,candelabra's,candelabras'
candelabrum,candelabra,candelabrum's,candelabra's
candelabrum,candelabrums,candelabrum's,candelabrums'
candlefish,candlefishes,candlefish's,candlefishes'
candy,candies,candy's,candies'
cannon,cannons,cannon's,cannons'
cannula,cannulas,cannula's,cannulas'
canopy,canopies,canopy's,canopies'
canthus,canthi,canthus's|canthus',canthi's
canto,cantos,canto's,cantos'
canula,canulae,canula's,canulae's
canula,canulas,canula's,canulas'
canvasback,canvasbacks,canvasback's,canvasbacks'
canzone,canzoni,canzone's,canzoni's
capitulum,capitula,capitulum's,capitula's
capo,capos,capo's,capos'
cappuccino,cappuccinos,cappuccino's,cappuccinos'
capriccio,capricci,capriccio's,capricci's
capriccio,capriccios,capriccio's,capriccios'
caprice,caprices,caprice's,caprices'
caput,capita,caput's,capita's
carabao,carabaos,carabao's,carabaos'
carabiniere,carabinieri,carabiniere's,carabinieri's
caravanserai,caravanserais,caravanserai's,caravanserais'
carby,carbies,carby's,carbies'
carcinoma,carcinomas,carcinoma's,carcinomas'
carcinoma,carcinomata,carcinoma's,carcinomata's
carib,caribs,carib's,caribs'
caribou,caribous,caribou's,caribous'
carina,carinae,carina's,carinae's
carina,carinas,carina's,carinas'
carman,carmen,carman's,carmen's
carolus,caroli,carolus's|carolus',caroli's
carolus,caroluses,carolus's|carolus',caroluses'
carp,carps,carp's,carps'
carpogonium,carpogonia,carpogonium's,carpogonia's
carpus,carpi,carpus's|carpus',carpi's
carrying-on,carryings-on,carrying-on's,carryings-on's
caryatid,carides,caryatid's,carides'
caryatid,caryatids,caryatid's,caryatids'
caryopsis,caryopses,caryopsis's|caryopsis',caryopses'
caryopsis,caryopsides,caryopsis's|caryopsis',caryopsides'
casino,casinos,casino's,casinos'
castellany,castellanies,castellany's,castellanies'
castrato,castrati,castrato's,castrati's
castrato,castratos,castrato's,castratos'
catabasis,catabases,catabasis's|catabasis',catabases'
cataclasis,cataclases,cataclasis's|cataclasis',cataclases'
catalysis,catalyses,catalysis's|catalysis',catalyses'
catawba,catawbas,catawba's,catawbas'
catchfly,catchflies,catchfly's,catchflies'
catchpenny,catchpennies,catchpenny's,catchpennies'
catena,catenae,catena's,catenae's
catfish,catfishes,catfish's,catfishes'
cathar,cathari,cathar's,cathari's
cathar,cathars,cathar's,cathars'
catharist,catharists,catharist's,catharists'
cathexis,cathexes,cathexis's|cathexis',cathexes'
cattie,catties,cattie's,catties'
cattleman,cattlemen,cattleman's,cattlemen's
caucus,caucuses,caucus's|caucus',caucuses'
caudex,caudexes,caudex's,caudexes'
caudex,caudices,caudex's,caudices'
caudillo,caudillos,caudillo's,caudillos'
caulis,caules,caulis's|caulis',caules'
cavalla,cavallas,cavalla's,cavallas'
cavally,cavallies,cavally's,cavallies'
cavalryman,cavalrymen,cavalryman's,cavalrymen's
cavatina,cavatine,cavatina's,cavatine's
cavefish,cavefishes,cavefish's,cavefishes'
caveman,cavemen,caveman's,cavemen's
cavetto,cavetti,cavetto's,cavetti's
cavo-relievo,cavo-relievos,cavo-relievo's,cavo-relievos'
cavo-rilievo,cavo-rilievi,cavo-rilievo's,cavo-rilievi's
cavy,cavies,cavy's,cavies'
cayman,caymans,cayman's,caymans'
cayuga,cayugas,cayuga's,cayugas'
cecum,ceca,cecum's,ceca's
cella,cellae,cella's,cellae's
cello,cellos,cello's,cellos'
cembalo,cembali,cembalo's,cembali's
cembalo,cembalos,cembalo's,cembalos'
census,censuses,census's|census',censuses'
centavo,centavos,centavo's,centavos'
centesimo,centesimi,centesimo's,centesimi's
centesimo,centesimos,centesimo's,centesimos'
centillion,centillions,centillion's,centillions'
centimo,centimos,centimo's,centimos'
cento,centos,cento's,centos'
centrum,centra,centrum's,centra's
centrum,centrums,centrum's,centrums'
cephalothorax,cephalothoraces,cephalothorax's,cephalothoraces'
cephalothorax,cephalothoraxes,cephalothorax's,cephalothoraxes'
ceratodus,ceratoduses,ceratodus's|ceratodus',ceratoduses'
cercaria,cercariae,cercaria's,cercariae's
cercaria,cercariiae,cercaria's,cercariiae's
cercus,cerci,cercus's|cercus',cerci's
cerebellum,cerebella,cerebellum's,cerebella's
cerebellum,cerebellums,cerebellum's,cerebellums'
cerebrum,cerebra,cerebrum's,cerebra's
cerebrum,cerebrums,cerebrum's,cerebrums'
ceremony,ceremonies,ceremony's,ceremonies'
cero,ceros,cero's,ceros'
cervix,cervices,cervix's,cervices'
cervix,cervixes,cervix's,cervixes'
cesura,cesurae,cesura's,cesurae's
cesura,cesuras,cesura's,cesuras'
chaeta,chaetae,chaeta's,chaetae's
chainman,chainmen,chainman's,chainmen's
chairman,chairmen,chairman's,chairmen's
chaise_longue,chaise_longues,chaise_longue's,chaise_longues'
chaise_longue,chaises_longues,chaise_longue's,chaises_longues'
chalaza,chalazae,chalaza's,chalazae's
chalaza,chalazas,chalaza's,chalazas'
chalcedony,chalcedonies,chalcedony's,chalcedonies'
chalcidfly,chalcidflies,chalcidfly's,chalcidflies'
challah,challahs,challah's,challahs'
chalutz,chalutzim,chalutz's,chalutzim's
cham,chams,cham's,chams'
chantey,chanteys,chantey's,chanteys'
chapati,chapaties,chapati's,chapaties'
chapati,chapatis,chapati's,chapatis'
chapatti,chapatties,chapatti's,chapatties'
chapatti,chapattis,chapatti's,chapattis'
chapeau,chapeaus,chapeau's,chapeaus'
chapeau,chapeaux,chapeau's,chapeaux's
char,chars,char's,chars'
charlady,charladies,charlady's,charladies'
charr,charrs,charr's,charrs'
charwoman,charwomen,charwoman's,charwomen's
chateau,chateaus,chateau's,chateaus'
chateau,chateaux,chateau's,chateaux's
chazan,chazanim,chazan's,chazanim's
chazan,chazans,chazan's,chazans'
chechen,chechens,chechen's,chechens'
cheder,chadarim,cheder's,chadarim's
cheder,chedarim,cheder's,chedarim's
chef-d'ouvre,chefs-d'ouvre,chef-d'ouvre's,chefs-d'ouvre's
chela,chelae,chela's,chelae's
chelicera,chelicerae,chelicera's,chelicerae's
cherokee,cherokees,cherokee's,cherokees'
cherub,cherubim,cherub's,cherubim's
cherub,cherubs,cherub's,cherubs'
chess,chesses,chess's|chess',chesses'
chessman,chessmen,chessman's,chessmen's
cheval-de-frise,chevaux-de-frise,cheval-de-frise's,chevaux-de-frise's
chewa,chewas,chewa's,chewas'
cheyenne,cheyennes,cheyenne's,cheyennes'
chiaroscuro,chiaroscuros,chiaroscuro's,chiaroscuros'
chiasm,chiasms,chiasm's,chiasms'
chiasma,chiasmas,chiasma's,chiasmas'
chiasma,chiasmata,chiasma's,chiasmata's
chiasmus,chiasmi,chiasmus's|chiasmus',chiasmi's
chicano,chicanos,chicano's,chicanos'
chickabiddy,chickabiddies,chickabiddy's,chickabiddies'
chickasaw,chickasaws,chickasaw's,chickasaws'
chico,chicos,chico's,chicos'
child,children,child's,children's
chilli,chillies,chilli's,chillies'
chinaman,chinamen,chinaman's,chinamen's
chino,chinos,chino's,chinos'
chinook,chinooks,chinook's,chinooks'
chippewa,chippewas,chippewa's,chippewas'
chippie,chippies,chippie's,chippies'
chippy,chippies,chippy's,chippies'
chitarrone,chitarroni,chitarrone's,chitarroni's
chocho,chochos,chocho's,chochos'
choctaw,choctaws,choctaw's,choctaws'
choko,chokos,choko's,chokos'
cholecystectomy,cholecystectomies,cholecystectomy's,cholecystectomies'
chondroma,chondromas,chondroma's,chondromas'
chondroma,chondromata,chondroma's,chondromata's
choragus,choragi,choragus's|choragus',choragi's
choragus,choraguses,choragus's|choragus',choraguses'
choriamb,choriambs,choriamb's,choriambs'
choriambus,choriamambi,choriambus's|choriambus',choriamambi's
chorizo,chorizos,chorizo's,chorizos'
chorus,choruses,chorus's|chorus',choruses'
chou,choux,chou's,choux's
chrestomathy,chrestomathies,chrestomathy's,chrestomathies'
chromo,chromos,chromo's,chromos'
chromonema,chromonemata,chromonema's,chromonemata's
chronology,chronologies,chronology's,chronologies'
chrysalis,chrysalides,chrysalis's|chrysalis',chrysalides'
chrysalis,chrysalises,chrysalis's|chrysalis',chrysalises'
chub,chubs,chub's,chubs'
churchman,churchmen,churchman's,churchmen's
churchwoman,churchwomen,churchwoman's,churchwomen's
churinga,churingas,churinga's,churingas'
chuvash,chuvashes,chuvash's,chuvashes'
ciborium,ciboria,ciborium's,ciboria's
cicada,cicadae,cicada's,cicadae's
cicada,cicadas,cicada's,cicadas'
cicala,cicalas,cicala's,cicalas'
cicala,cicale,cicala's,cicale's
cicatrix,cicatrices,cicatrix's,cicatrices'
cicely,cicelies,cicely's,cicelies'
cicero,ciceros,cicero's,ciceros'
cicerone,cicerones,cicerone's,cicerones'
cicerone,ciceroni,cicerone's,ciceroni's
cicisbeo,cicisbei,cicisbeo's,cicisbei's
cig,cigs,cig's,cigs'
cigarillo,cigarillos,cigarillo's,cigarillos'
ciggy,ciggies,ciggy's,ciggies'
cilium,cilia,cilium's,cilia's
cimex,cimices,cimex's,cimices'
cinerarium,cineraria,cinerarium's,cineraria's
cingulum,cingula,cingulum's,cingula's
circus,circuses,circus's|circus',circuses'
cirrocumulus,cirrocumuli,cirrocumulus's|cirrocumulus',cirrocumuli's
cirrostratus,cirrostrati,cirrostratus's|cirrostratus',cirrostrati's
cirrus,cirri,cirrus's|cirrus',cirri's
cisterna,cisternae,cisterna's,cisternae's
citrus,citruses,citrus's|citrus',citruses'
civvy,civies,civvy's,civies'
civvy,civvies,civvy's,civvies'
clansman,clansmen,clansman's,clansmen's
clanswoman,clanswomen,clanswoman's,clanswomen's
clarino,clani,clarino's,clani's
clarino,clanos,clarino's,clanos'
clavicembalo,clavicembalos,clavicembalo's,clavicembalos'
clemency,clemencies,clemency's,clemencies'
clepsydra,clepsydrae,clepsydra's,clepsydrae's
clepsydra,clepsydras,clepsydra's,clepsydras'
clergy,clergies,clergy's,clergies'
clergyman,clergymen,clergyman's,clergymen's
cleruchy,cleruchies,cleruchy's,cleruchies'
clinandrium,clinandria,clinandrium's,clinandria's
clingfish,clingfishes,clingfish's,clingfishes'
clitellum,clitella,clitellum's,clitella's
cloaca,cloacae,cloaca's,cloacae's
clostridium,clostridiia,clostridium's,clostridiia's
clostridium,clostridiums,clostridium's,clostridiums'
cloth,cloths,cloth's,cloths'
cloverleaf,cloverleaves,cloverleaf's,cloverleaves'
clubman,clubmen,clubman's,clubmen's
clubwoman,clubwomen,clubwoman's,clubwomen's
clypeus,clypei,clypeus's|clypeus',clypei's
coachman,coachmen,coachman's,coachmen's
coagulum,coagula,coagulum's,coagula's
coalfish,coalfishes,coalfish's,coalfishes'
coati,coatis,coati's,coatis'
coati-mondi,coati-mondis,coati-mondi's,coati-mondis'
coati-mundi,coati-mundis,coati-mundi's,coati-mundis'
coccus,cocci,coccus's|coccus',cocci's
coccyx,coccyges,coccyx's,coccyges'
cochlea,cochleae,cochlea's,cochleae's
cockatoo,cockatoos,cockatoo's,cockatoos'
cocksfoot,cocksfoots,cocksfoot's,cocksfoots'
cockshy,cockshies,cockshy's,cockshies'
coco,cocos,coco's,cocos'
cod,cods,cod's,cods'
codex,codices,codex's,codices'
codfish,codfishes,codfish's,codfishes'
coelenteron,coelentera,coelenteron's,coelentera's
coenurus,coenuri,coenurus's|coenurus',coenuri's
cognomen,cognomens,cognomen's,cognomens'
cognomen,cognomina,cognomen's,cognomina's
coho,cohos,coho's,cohos'
colectomy,colectomies,colectomy's,colectomies'
coleorhiza,coleorhizae,coleorhiza's,coleorhizae's
coleus,coleuses,coleus's|coleus',coleuses'
collegium,collegigia,collegium's,collegigia's
collegium,collegigiums,collegium's,collegigiums'
colloquium,colloquia,colloquium's,colloquia's
colloquium,colloquiums,colloquium's,colloquiums'
colloquy,colloquies,colloquy's,colloquies'
colluvium,colluvia,colluvium's,colluvia's
colluvium,colluviums,colluvium's,colluviums'
colly,collies,colly's,collies'
collyrium,collyria,collyrium's,collyria's
collyrium,collyriums,collyrium's,collyriums'
colon,cola,colon's,cola's
colon,colones,colon's,colones'
colon,colons,colon's,colons'
colony,colonies,colony's,colonies'
colossus,colossi,colossus's|colossus',colossi's
colossus,colossuses,colossus's|colossus',colossuses'
colostomy,colostomies,colostomy's,colostomies'
colotomy,colotomies,colotomy's,colotomies'
coloured,coloureds,coloured's,coloureds'
colourman,colourmen,colourman's,colourmen's
coltsfoot,coltsfoots,coltsfoot's,coltsfoots'
colugo,colugos,colugo's,colugos'
columbarium,columbariia,columbarium's,columbariia's
columella,columellae,columella's,columellae's
coly,colies,coly's,colies'
coma,comae,coma's,comae's
coma,comas,coma's,comas'
comanche,comanches,comanche's,comanches'
comatula,comatulae,comatula's,comatulae's
comatulid,comatulids,comatulid's,comatulids'
combo,combos,combo's,combos'
combtooth_blenny,combtooth_blennies,combtooth_blenny's,combtooth_blennies'
comedo,comedones,comedo's,comedones'
comedo,comedos,comedo's,comedos'
comedy,comedies,comedy's,comedies'
commie,commies,commie's,commies'
committeeman,committeemen,committeeman's,committeemen's
commo,commos,commo's,commos'
commy,commies,commy's,commies'
company,companies,company's,companies'
competency,competencies,competency's,competencies'
complacence,complacences,complacence's,complacences'
complacency,complacencies,complacency's,complacencies'
complicacy,complicacies,complicacy's,complicacies'
compo,compos,compo's,compos'
concertante,concertanti,concertante's,concertanti's
concertino,concertini,concertino's,concertini's
concerto,concerti,concerto's,concerti's
concerto,concertos,concerto's,concertos'
concerto_grosso,concerti_grossi,concerto_grosso's,concerti_grossi's
concerto_grosso,concerto_grossos,concerto_grosso's,concerto_grossos'
conch,conches,conch's,conches'
conch,conchs,conch's,conchs'
concha,conchae,concha's,conchae's
conchie,conchies,conchie's,conchies'
conchy,conchies,conchy's,conchies'
condominium,condominiums,condominium's,condominiums'
condottiere,condottieri,condottiere's,condottieri's
condyloma,condylomas,condyloma's,condylomas'
condyloma,condylomata,condyloma's,condylomata's
coney,coneys,coney's,coneys'
confederacy,confederacies,confederacy's,confederacies'
conferva,confervae,conferva's,confervae's
conferva,confervas,conferva's,confervas'
conformance,conformances,conformance's,conformances'
congius,congii,congius's|congius',congii's
congress-gaiter,congress-gaiters,congress-gaiter's,congress-gaiters'
congressman,congressmen,congressman's,congressmen's
congresswoman,congresswomen,congresswoman's,congresswomen's
conidium,conidia,conidium's,conidia's
conidium,conidnidia,conidium's,conidnidia's
conjunctiva,conjunctivae,conjunctiva's,conjunctivae's
conjunctiva,conjunctivas,conjunctiva's,conjunctivas'
conquistador,conquistadores,conquistador's,conquistadores'
conquistador,conquistadors,conquistador's,conquistadors'
conservancy,conservancies,conservancy's,conservancies'
consistence,consistences,consistence's,consistences'
consistency,consistencies,consistency's,consistencies'
consonance,consonances,consonance's,consonances'
consonancy,consonancies,consonancy's,consonancies'
consonancy,consonannancies,consonancy's,consonannancies'
consortium,consortia,consortium's,consortia's
conspiracy,conspiracies,conspiracy's,conspiracies'
constituency,constituencies,constituency's,constituencies'
contagium,contagia,contagium's,contagia's
contango,contangos,contango's,contangos'
contingency,contingencies,contingency's,contingencies'
continuo,continuos,continuo's,continuos'
continuum,continua,continuum's,continua's
continuum,continuums,continuum's,continuums'
conto,contos,conto's,contos'
contralto,contralti,contralto's,contralti's
contralto,contraltos,contralto's,contraltos'
controversy,controversies,controversy's,controversies'
contumacy,contumacies,contumacy's,contumacies'
contumely,contumelies,contumely's,contumelies'
conversazione,conversaziozioni,conversazione's,conversaziozioni's
convolvulus,convolvuli,convolvulus's|convolvulus',convolvuli's
convolvulus,convolvuluses,convolvulus's|convolvulus',convolvuluses'
cony,conies,cony's,conies'
cook-generic,cooks-generic,cook-generic's,cooks-generic's
cookie,cookies,cookie's,cookies'
cooky,cookies,cooky's,cookies'
coolie,coolies,coolie's,coolies'
cooly,coolies,cooly's,coolies'
copula,copulae,copula's,copulae's
copula,copulas,copula's,copulas'
copy,copies,copy's,copies'
coquito,coquitos,coquito's,coquitos'
coranto,corantos,coranto's,corantos'
corbicula,corbiculae,corbicula's,corbiculae's
corium,coria,corium's,coria's
cornea,corneae,cornea's,corneae's
cornea,corneas,cornea's,corneas'
cornetcy,cornetcies,cornetcy's,cornetcies'
cornu,cornua,cornu's,cornua's
corody,corodies,corody's,corodies'
corona,coronae,corona's,coronae's
corona,coronas,corona's,coronas'
corozo,corozos,corozo's,corozos'
corpsman,corpsmen,corpsman's,corpsmen's
corpus,corpora,corpus's|corpus',corpora's
corrigendum,corrigenda,corrigendum's,corrigenda's
corrody,corrodies,corrody's,corrodies'
cortex,cortices,cortex's,cortices'
cortina,cortinae,cortina's,cortinae's
corybant,corybantes,corybant's,corybantes'
corybant,corybants,corybant's,corybants'
coryphaeus,coryphaei,coryphaeus's|coryphaeus',coryphaei's
cosmogony,cosmogonies,cosmogony's,cosmogonies'
cosmos,cosmoses,cosmos's|cosmos',cosmoses'
costa,costae,costa's,costae's
costotomy,costotomies,costotomy's,costotomies'
cosy,cosies,cosy's,cosies'
cothurn,cothurns,cothurn's,cothurns'
cothurnus,cothurni,cothurnus's|cothurnus',cothurni's
cottonseed,cottonseeds,cottonseed's,cottonseeds'
councilman,councilmen,councilman's,councilmen's
counterspy,counterspies,counterspy's,counterspies'
countryman,countrymen,countryman's,countrymen's
court_martial,court_martials,court_martial's,court_martials'
court_martial,courts_martial,court_martial's,courts_martial's
couteau,couteaux,couteau's,couteaux's
cowfish,cowfishes,cowfish's,cowfishes'
cowman,cowmen,cowman's,cowmen's
cowrie,cowries,cowrie's,cowries'
coxa,coxae,coxa's,coxae's
coyote,coyotes,coyote's,coyotes'
coyotillo,coyotillos,coyotillo's,coyotillos'
coypu,coypus,coypu's,coypus'
cozy,cozies,cozy's,cozies'
cracksman,cracksmen,cracksman's,cracksmen's
craftsman,craftsmen,craftsman's,craftsmen's
cragsman,cragsmen,cragsman's,cragsmen's
craniotomy,craniotomies,craniotomy's,craniotomies'
cranium,crania,cranium's,crania's
cranium,craniums,cranium's,craniums'
cranny,crannies,cranny's,crannies'
crappie,crappies,crappie's,crappies'
crasis,crases,crasis's|crasis',crases'
crawfish,crawfishes,crawfish's,crawfishes'
crayfish,crayfishes,crayfish's,crayfishes'
credendum,credenda,credendum's,credenda's
credo,credos,credo's,credos'
cree,crees,cree's,crees'
creek,creeks,creek's,creeks'
creepy-crawly,creepy-crawlies,creepy-crawly's,creepy-crawlies'
crematorium,crematoria,crematorium's,crematoria's
crematorium,crematoriums,crematorium's,crematoriums'
crescendo,crescendi,crescendo's,crescendi's
crescendo,crescendos,crescendo's,crescendos'
cribellum,cribella,cribellum's,cribella's
criollo,criollos,criollo's,criollos'
crisis,crises,crisis's|crisis',crises'
